city,time,temperature,perceivedTemperatire,probabilityOfPrecipitation,pressure,humidity,windSpeed,windDirection
Kyiv,2014-12-27T02:00:00.000Z,-5,-9,5,767,55,2.9,E
Kyiv,2014-12-27T05:00:00.000Z,-5,-10,5,767,51,3.1,E
Kyiv,2014-12-27T08:00:00.000Z,-6,-10,3,766,56,3.1,E
Kyiv,2014-12-27T11:00:00.000Z,-5,-10,1,764,52,3.6,E
Kyiv,2014-12-27T14:00:00.000Z,-4,-9,3,763,49,4.2,NE
Kyiv,2014-12-27T17:00:00.000Z,-4,-10,3,761,44,4.1,NE
Kyiv,2014-12-27T20:00:00.000Z,-5,-10,14,760,48,4.3,NE
Kyiv,2014-12-27T23:00:00.000Z,-5,-11,28,758,54,4.6,NE
Kyiv,2014-12-28T02:00:00.000Z,-8,-13,15,759,72,3.6,N
Kyiv,2014-12-28T05:00:00.000Z,-9,-15,6,758,72,3.7,SE
Kyiv,2014-12-28T08:00:00.000Z,-9,-15,5,759,76,3.8,W
Kyiv,2014-12-28T11:00:00.000Z,-7,-13,6,760,63,4.3,W
Kyiv,2014-12-28T14:00:00.000Z,-5,-10,2,761,53,3.5,N
Kyiv,2014-12-28T17:00:00.000Z,-7,-11,0,761,65,1.9,NW
Kyiv,2014-12-28T20:00:00.000Z,-9,-12,2,763,73,1.8,S
Kyiv,2014-12-28T23:00:00.000Z,-8,-9,6,764,71,1.1,NE
Kyiv,2014-12-29T02:00:00.000Z,-7,-8,4,763,80,1,E
Kyiv,2014-12-29T05:00:00.000Z,-8,-10,10,762,81,1.5,N
Kyiv,2014-12-29T08:00:00.000Z,-8,-12,26,762,85,2.3,NE
Kyiv,2014-12-29T11:00:00.000Z,-8,-13,30,762,76,3.3,NE
Kyiv,2014-12-29T14:00:00.000Z,-7,-13,50,761,71,4.7,N
Kyiv,2014-12-29T17:00:00.000Z,-7,-14,56,761,62,5.5,N
Kyiv,2014-12-29T20:00:00.000Z,-7,-14,59,761,66,5.8,N
Kyiv,2014-12-29T23:00:00.000Z,-7,-14,61,761,72,5.5,N
Kyiv,2014-12-30T02:00:00.000Z,-8,-16,84,763,71,6,N
Kyiv,2014-12-30T05:00:00.000Z,-9,-16,77,764,62,5.6,NW
Kyiv,2014-12-30T08:00:00.000Z,-9,-16,52,766,56,4.8,NE
Kyiv,2014-12-30T11:00:00.000Z,-8,-15,22,767,50,4.8,NW
Kyiv,2014-12-30T14:00:00.000Z,-7,-13,2,768,47,4.6,N
Kyiv,2014-12-30T17:00:00.000Z,-8,-15,4,770,50,3.9,E
Kyiv,2014-12-30T20:00:00.000Z,-10,-16,0,772,57,3.1,N
Kyiv,2014-12-30T23:00:00.000Z,-11,-16,2,773,63,2.2,E
Kyiv,2014-12-31T02:00:00.000Z,-12,-16,2,775,65,2.2,SW
Kyiv,2014-12-31T05:00:00.000Z,-12,-17,2,775,67,2,W
Kyiv,2014-12-31T08:00:00.000Z,-13,-17,2,776,71,2,W
Kyiv,2014-12-31T11:00:00.000Z,-9,-15,2,776,57,2.8,W
Kyiv,2014-12-31T14:00:00.000Z,-7,-12,2,775,50,2.9,W
Kyiv,2014-12-31T17:00:00.000Z,-8,-13,2,775,56,2.8,W
Kyiv,2014-12-31T20:00:00.000Z,-8,-14,2,774,55,3.4,SW
Kyiv,2014-12-31T23:00:00.000Z,-7,-12,3,773,51,3.5,SW
Kyiv,2015-01-01T02:00:00.000Z,-6,-11,26,770,59,4.3,W
Kyiv,2015-01-01T05:00:00.000Z,-5,-10,18,769,70,4.3,W
Kyiv,2015-01-01T08:00:00.000Z,-4,-10,28,768,83,4.3,W
Kyiv,2015-01-01T11:00:00.000Z,-3,-8,57,767,92,4,W
Kyiv,2015-01-01T14:00:00.000Z,-2,-6,60,767,97,3.7,W
Kyiv,2015-01-01T17:00:00.000Z,-1,-5,54,767,100,3.6,W
Kyiv,2015-01-01T20:00:00.000Z,0,-4,44,767,101,3.3,W
Kyiv,2015-01-01T23:00:00.000Z,0,-4,34,767,102,3.4,W
Kyiv,2015-01-02T02:00:00.000Z,0,-5,27,766,95,4,NW
Kyiv,2015-01-02T05:00:00.000Z,-2,-7,17,765,96,4.2,W
Kyiv,2015-01-02T08:00:00.000Z,-2,-7,18,765,96,3.9,W
Kyiv,2015-01-02T11:00:00.000Z,-2,-7,10,764,94,4.7,W
Kyiv,2015-01-02T14:00:00.000Z,0,-4,6,762,87,4.7,SW
Kyiv,2015-01-02T17:00:00.000Z,0,-5,8,761,81,5.1,SW
Kyiv,2015-01-02T20:00:00.000Z,2,-4,24,758,82,6.3,SW
Kyiv,2015-01-02T23:00:00.000Z,1,-5,80,757,95,6.8,W
Kyiv,2015-01-03T02:00:00.000Z,2,-3,91,757,99,6.4,W
Kyiv,2015-01-03T05:00:00.000Z,2,-3,34,756,96,6.4,W
Kyiv,2015-01-03T08:00:00.000Z,1,-4,6,757,90,6.7,W
Kyiv,2015-01-03T11:00:00.000Z,2,-3,17,757,81,7.5,W
Kyiv,2015-01-03T14:00:00.000Z,2,-3,35,756,76,7.7,W
Kyiv,2015-01-03T17:00:00.000Z,1,-4,14,755,75,6.3,W
Kyiv,2015-01-03T20:00:00.000Z,1,-5,19,755,76,6.7,W
Kyiv,2015-01-03T23:00:00.000Z,0,-6,71,753,78,7.3,W
Kyiv,2015-01-04T02:00:00.000Z,2,-4,44,753,77,6.7,W
Kyiv,2015-01-04T05:00:00.000Z,1,-4,23,752,76,5.9,W
Kyiv,2015-01-04T08:00:00.000Z,0,-4,34,752,81,5.3,W
Kyiv,2015-01-04T11:00:00.000Z,1,-4,40,751,82,5.4,SW
Kyiv,2015-01-04T14:00:00.000Z,1,-3,37,750,79,5,W
Kyiv,2015-01-04T17:00:00.000Z,0,-4,7,751,81,3.6,W
Kyiv,2015-01-04T20:00:00.000Z,-1,-6,1,751,86,4.1,W
Kyiv,2015-01-04T23:00:00.000Z,-1,-6,11,751,85,4.2,W
Kyiv,2015-01-05T02:00:00.000Z,0,-4,32,751,71,4.2,W
Kyiv,2015-01-05T05:00:00.000Z,0,-4,60,751,77,4,W
Kyiv,2015-01-05T08:00:00.000Z,-1,-7,83,752,78,4.9,NW
Kyiv,2015-01-05T11:00:00.000Z,-1,-7,81,753,68,6.2,NW
Kyiv,2015-01-05T14:00:00.000Z,-1,-6,66,755,57,5.9,NW
Kyiv,2015-01-05T17:00:00.000Z,-2,-7,34,756,63,4.2,NW
Kyiv,2015-01-05T20:00:00.000Z,-3,-7,9,757,61,3.8,NW
Kyiv,2015-01-05T23:00:00.000Z,-4,-9,6,759,63,3.3,SW
Kyiv,2015-01-07T02:00:00.000Z,-13,-21,5,772,71,4.6,N
Kyiv,2015-01-07T05:00:00.000Z,-14,-21,6,773,59,4.2,N
Kyiv,2015-01-07T08:00:00.000Z,-14,-21,5,775,46,3.7,N
Kyiv,2015-01-07T11:00:00.000Z,-11,-18,4,776,49,4.4,N
Kyiv,2015-01-07T14:00:00.000Z,-9,-15,3,776,48,4.5,NE
Kyiv,2015-01-07T17:00:00.000Z,-10,-15,2,776,56,3.1,N
Kyiv,2015-01-07T20:00:00.000Z,-10,-15,2,777,55,2.8,N
Kyiv,2015-01-07T23:00:00.000Z,-12,-16,2,778,65,2.2,N
Kyiv,2015-01-08T02:00:00.000Z,-15,-18,2,779,71,1.5,E
Kyiv,2015-01-08T05:00:00.000Z,-14,-14,2,779,62,0.9,SE
Kyiv,2015-01-08T08:00:00.000Z,-13,-16,2,779,60,1.3,SW
Kyiv,2015-01-08T11:00:00.000Z,-10,-15,2,778,42,2.8,SW
Kyiv,2015-01-08T14:00:00.000Z,-7,-13,2,776,32,3.8,S
Kyiv,2015-01-08T17:00:00.000Z,-9,-15,2,776,38,3.6,S
Kyiv,2015-01-08T20:00:00.000Z,-9,-16,2,773,39,4.7,SW
Kyiv,2015-01-08T23:00:00.000Z,-8,-16,2,772,40,5.4,SW
Kyiv,2015-01-09T02:00:00.000Z,-10,-17,2,769,57,5.6,SW
Kyiv,2015-01-09T05:00:00.000Z,-10,-18,4,766,61,5.6,SW
Kyiv,2015-01-09T08:00:00.000Z,-9,-17,13,762,60,6.2,SW
Kyiv,2015-01-09T11:00:00.000Z,-8,-15,90,759,90,6.2,SW
Kyiv,2015-01-09T14:00:00.000Z,-4,-10,99,756,105,6,SW
Kyiv,2015-01-09T17:00:00.000Z,0,-5,36,755,99,5.3,W
Kyiv,2015-01-09T20:00:00.000Z,0,-5,3,754,95,5.1,W
Kyiv,2015-01-09T23:00:00.000Z,0,-5,58,752,100,4.6,SW
Kyiv,2015-01-10T02:00:00.000Z,-1,-7,99,749,93,6,SW
Kyiv,2015-01-10T05:00:00.000Z,-1,-5,99,746,99,4.5,SW
Kyiv,2015-01-10T08:00:00.000Z,0,-5,84,747,101,4.3,W
Kyiv,2015-01-10T11:00:00.000Z,0,-4,67,748,101,4.7,W
Kyiv,2015-01-10T14:00:00.000Z,1,-4,41,749,102,5.1,W
Kyiv,2015-01-10T17:00:00.000Z,-1,-5,32,751,100,4.1,W
Kyiv,2015-01-10T20:00:00.000Z,-2,-5,35,751,101,2.7,SW
Kyiv,2015-01-10T23:00:00.000Z,-2,-6,67,749,101,4.3,SW
Kyiv,2015-01-12T02:00:00.000Z,-1,-6,3,752,69,5.4,W
Kyiv,2015-01-12T05:00:00.000Z,-3,-9,4,752,82,5.1,W
Kyiv,2015-01-12T08:00:00.000Z,-3,-8,3,752,83,5.6,W
Kyiv,2015-01-12T11:00:00.000Z,1,-4,21,754,77,6.2,W
Kyiv,2015-01-12T14:00:00.000Z,1,-4,30,755,77,7,W
Kyiv,2015-01-12T17:00:00.000Z,0,-5,9,758,79,5.3,W
Kyiv,2015-01-12T20:00:00.000Z,-1,-6,8,761,82,4.6,W
Kyiv,2015-01-12T23:00:00.000Z,-2,-7,9,762,92,4.2,W
Kyiv,2015-01-13T02:00:00.000Z,3,-2,14,763,75,5.8,SW
Kyiv,2015-01-13T05:00:00.000Z,2,-3,10,762,75,6.4,SW
Kyiv,2015-01-13T08:00:00.000Z,2,-3,5,763,73,6.7,SW
Kyiv,2015-01-13T11:00:00.000Z,4,-1,4,763,72,6.4,SW
Kyiv,2015-01-13T14:00:00.000Z,5,0,3,764,67,6.1,W
Kyiv,2015-01-13T17:00:00.000Z,3,-0,2,764,68,4.3,SW
Kyiv,2015-01-13T20:00:00.000Z,2,-1,2,764,75,4,SW
Kyiv,2015-01-13T23:00:00.000Z,0,-4,2,764,85,3.9,SW
Kyiv,2015-01-14T02:00:00.000Z,2,-2,2,764,67,4.2,SW
Kyiv,2015-01-14T05:00:00.000Z,1,-3,2,763,68,4.3,SW
Kyiv,2015-01-14T08:00:00.000Z,1,-3,2,763,65,4,SW
Kyiv,2015-01-14T11:00:00.000Z,4,0,2,763,55,4.1,SW
Kyiv,2015-01-14T14:00:00.000Z,5,3,2,762,54,3.4,SW
Kyiv,2015-01-14T17:00:00.000Z,1,-2,2,762,70,2.7,SW
Kyiv,2015-01-14T20:00:00.000Z,0,-3,2,762,74,2.6,SW
Kyiv,2015-01-14T23:00:00.000Z,0,-4,3,762,76,2.6,SW
Kyiv,2015-01-15T02:00:00.000Z,-1,-4,1,761,77,2.6,SW
Kyiv,2015-01-15T05:00:00.000Z,-2,-5,11,761,84,2.1,SW
Kyiv,2015-01-15T08:00:00.000Z,-2,-5,19,761,89,2,SW
Kyiv,2015-01-15T11:00:00.000Z,1,-2,29,761,82,2.1,SW
Kyiv,2015-01-15T14:00:00.000Z,1,-1,43,761,82,2.5,NW
Kyiv,2015-01-15T17:00:00.000Z,0,-3,54,762,93,3.1,NW
Kyiv,2015-01-15T20:00:00.000Z,0,-4,23,764,94,3.6,NW
Kyiv,2015-01-15T23:00:00.000Z,-1,-5,6,765,96,3.4,NW
Kyiv,2015-01-16T02:00:00.000Z,-2,-4,8,767,93,2.1,S
Kyiv,2015-01-16T05:00:00.000Z,-3,-4,8,767,95,1.4,E
Kyiv,2015-01-16T08:00:00.000Z,-4,-5,9,769,95,1.4,S
Kyiv,2015-01-16T11:00:00.000Z,-2,-5,7,770,89,2.4,S
Kyiv,2015-01-16T14:00:00.000Z,0,-3,2,769,77,2.7,S
Kyiv,2015-01-16T17:00:00.000Z,-1,-5,2,769,84,2.9,S
Kyiv,2015-01-16T20:00:00.000Z,-2,-6,4,769,84,4.1,S
Kyiv,2015-01-16T23:00:00.000Z,-2,-7,7,770,89,5.1,S
Kyiv,2015-01-17T02:00:00.000Z,-1,-6,16,769,90,4.6,S
Kyiv,2015-01-17T05:00:00.000Z,-1,-7,16,767,88,4.9,S
Kyiv,2015-01-17T08:00:00.000Z,-1,-7,14,767,88,5.3,S
Kyiv,2015-01-17T11:00:00.000Z,1,-5,11,767,81,6.3,S
Kyiv,2015-01-17T14:00:00.000Z,2,-3,5,766,76,5.8,S
Kyiv,2015-01-17T17:00:00.000Z,1,-4,3,765,86,4.9,S
Kyiv,2015-01-17T20:00:00.000Z,0,-4,3,765,88,5.1,S
Kyiv,2015-01-17T23:00:00.000Z,0,-4,5,766,89,4.8,SW
Kyiv,2015-01-18T02:00:00.000Z,0,-5,14,766,93,4.2,SW
Kyiv,2015-01-18T05:00:00.000Z,-1,-5,20,766,97,3.3,SW
Kyiv,2015-01-18T08:00:00.000Z,0,-4,18,766,99,3.3,S
Kyiv,2015-01-18T11:00:00.000Z,1,-3,14,765,94,4,SW
Kyiv,2015-01-18T14:00:00.000Z,2,-2,8,765,91,3.2,S
Kyiv,2015-01-18T17:00:00.000Z,0,-2,3,765,95,1.7,SW
Kyiv,2015-01-18T20:00:00.000Z,1,-1,3,764,96,1.6,SW
Kyiv,2015-01-18T23:00:00.000Z,0,-2,11,764,99,1.3,SW
Kyiv,2015-01-19T02:00:00.000Z,0,-1,42,764,95,1.2,SW
Kyiv,2015-01-19T05:00:00.000Z,-1,-1,47,764,98,1,S
Kyiv,2015-01-19T08:00:00.000Z,-1,-1,43,764,100,1.1,SE
Kyiv,2015-01-19T11:00:00.000Z,0,-1,62,764,99,1.3,NE
Kyiv,2015-01-19T14:00:00.000Z,1,-2,62,764,99,2.2,N
Kyiv,2015-01-19T17:00:00.000Z,0,-4,67,764,100,2.9,NE
Kyiv,2015-01-19T20:00:00.000Z,0,-4,77,764,100,3.4,NE
Kyiv,2015-01-19T23:00:00.000Z,0,-4,80,764,100,3.5,NE
Kyiv,2015-01-20T02:00:00.000Z,1,-3,72,764,97,3.7,NE
Kyiv,2015-01-20T05:00:00.000Z,1,-4,78,764,96,3.9,NE
Kyiv,2015-01-20T08:00:00.000Z,1,-3,82,764,97,3.8,E
Kyiv,2015-01-20T11:00:00.000Z,0,-4,85,764,98,3.8,E
Kyiv,2015-01-20T14:00:00.000Z,0,-4,98,765,99,3.5,E
Kyiv,2015-01-20T17:00:00.000Z,0,-4,88,765,95,4.2,E
Kyiv,2015-01-20T20:00:00.000Z,0,-4,85,765,95,3.9,E
Kyiv,2015-01-20T23:00:00.000Z,1,-3,90,766,95,3.7,E
Kyiv,2015-01-21T02:00:00.000Z,0,-3,76,766,97,3.1,E
Kyiv,2015-01-21T05:00:00.000Z,1,-3,74,766,97,3.2,E
Kyiv,2015-01-21T08:00:00.000Z,1,-3,56,766,97,3.2,E
Kyiv,2015-01-21T11:00:00.000Z,1,-3,39,767,97,3.4,SE
Kyiv,2015-01-21T14:00:00.000Z,1,-2,23,767,97,2.8,E
Kyiv,2015-01-21T17:00:00.000Z,1,-2,29,767,96,2.9,E
Kyiv,2015-01-21T20:00:00.000Z,1,-3,30,767,95,3.3,SE
Kyiv,2015-01-21T23:00:00.000Z,0,-3,23,768,95,2.7,SE
Kyiv,2015-01-23T02:00:00.000Z,1,-3,50,768,98,3.5,SE
Kyiv,2015-01-23T05:00:00.000Z,1,-3,61,767,100,3.8,SE
Kyiv,2015-01-23T08:00:00.000Z,1,-3,76,767,100,4.3,SE
Kyiv,2015-01-23T11:00:00.000Z,2,-2,70,767,100,4.7,SE
Kyiv,2015-01-23T14:00:00.000Z,3,-1,64,767,100,4.6,SE
Kyiv,2015-01-23T17:00:00.000Z,3,-1,49,767,100,4.3,SE
Kyiv,2015-01-23T20:00:00.000Z,2,-1,46,767,100,4.3,SE
Kyiv,2015-01-23T23:00:00.000Z,2,-2,28,767,100,4.1,SE
Kyiv,2015-01-24T02:00:00.000Z,1,-2,34,767,98,3.6,SE
Kyiv,2015-01-24T05:00:00.000Z,1,-3,28,767,98,3.7,SE
Kyiv,2015-01-24T08:00:00.000Z,0,-4,19,767,99,3.8,SE
Kyiv,2015-01-24T11:00:00.000Z,0,-4,12,767,98,4.2,SE
Kyiv,2015-01-24T14:00:00.000Z,1,-4,8,765,95,4.1,SE
Kyiv,2015-01-24T17:00:00.000Z,0,-4,2,765,94,4,E
Kyiv,2015-01-24T20:00:00.000Z,-1,-6,1,765,88,4.2,E
Kyiv,2015-01-24T23:00:00.000Z,-3,-8,1,765,84,4,E
Kyiv,2015-01-25T02:00:00.000Z,-4,-9,7,766,84,4,E
Kyiv,2015-01-25T05:00:00.000Z,-4,-10,8,765,81,4.1,E
Kyiv,2015-01-25T08:00:00.000Z,-5,-10,11,765,77,4.1,E
Kyiv,2015-01-25T11:00:00.000Z,-3,-9,15,765,72,4.8,E
Kyiv,2015-01-25T14:00:00.000Z,-2,-6,29,764,70,3.7,E
Kyiv,2015-01-25T17:00:00.000Z,-2,-6,55,764,78,2.7,E
Kyiv,2015-01-25T20:00:00.000Z,-2,-6,73,764,84,2.3,E
Kyiv,2015-01-25T23:00:00.000Z,-2,-4,74,765,87,1.7,NE
Kyiv,2015-01-26T02:00:00.000Z,-3,-4,23,767,87,1.2,E
Kyiv,2015-01-26T05:00:00.000Z,-3,-4,32,766,87,1.2,E
Kyiv,2015-01-26T08:00:00.000Z,-3,-4,33,767,86,1.2,E
Kyiv,2015-01-26T11:00:00.000Z,-2,-2,52,767,84,0.8,E
Kyiv,2015-01-26T14:00:00.000Z,-1,-1,53,766,81,0.5,E
Kyiv,2015-01-26T17:00:00.000Z,-1,-1,52,766,88,0.8,NE
Kyiv,2015-01-26T20:00:00.000Z,-2,-2,49,766,92,0.9,NE
Kyiv,2015-01-26T23:00:00.000Z,-2,-3,37,765,94,1.1,SE
Kyiv,2015-01-28T02:00:00.000Z,-4,-7,8,763,89,2.6,S
Kyiv,2015-01-28T05:00:00.000Z,-5,-9,6,762,91,2.9,S
Kyiv,2015-01-28T08:00:00.000Z,-4,-8,2,763,89,2.6,SE
Kyiv,2015-01-28T11:00:00.000Z,-1,-5,3,762,78,3,S
Kyiv,2015-01-28T14:00:00.000Z,0,-2,6,761,75,2.4,S
Kyiv,2015-01-28T17:00:00.000Z,-3,-7,5,761,82,3.1,S
Kyiv,2015-01-28T20:00:00.000Z,-5,-10,3,760,86,3.6,S
Kyiv,2015-01-28T23:00:00.000Z,-5,-10,1,759,85,3.3,S
Kyiv,2015-01-29T02:00:00.000Z,-4,-8,3,759,91,2.8,S
Kyiv,2015-01-29T05:00:00.000Z,-5,-9,4,758,90,3.1,S
Kyiv,2015-01-29T08:00:00.000Z,-6,-11,4,758,91,3.5,S
Kyiv,2015-01-29T11:00:00.000Z,-1,-6,6,757,83,3.8,S
Kyiv,2015-01-29T14:00:00.000Z,0,-4,8,755,78,4.1,S
Kyiv,2015-01-29T17:00:00.000Z,-2,-7,8,755,86,3.8,S
Kyiv,2015-01-29T20:00:00.000Z,-3,-7,6,754,90,4.2,S
Kyiv,2015-01-29T23:00:00.000Z,-2,-7,10,754,93,4,S
Kyiv,2015-01-30T02:00:00.000Z,-1,-5,24,752,91,4,S
Kyiv,2015-01-30T05:00:00.000Z,0,-5,28,751,91,4.6,S
Kyiv,2015-01-30T08:00:00.000Z,0,-4,35,751,92,5.1,S
Kyiv,2015-01-30T11:00:00.000Z,1,-4,38,750,95,5.3,S
Kyiv,2015-01-30T14:00:00.000Z,1,-4,38,749,97,6.2,S
Kyiv,2015-01-30T17:00:00.000Z,3,-2,43,747,95,6,SE
Kyiv,2015-01-30T20:00:00.000Z,5,0,55,746,96,7,SE
Kyiv,2015-01-30T23:00:00.000Z,5,1,55,744,95,7.5,SE
Kyiv,2015-01-31T02:00:00.000Z,5,-0,35,743,97,7.2,S
Kyiv,2015-01-31T05:00:00.000Z,5,0,14,741,96,7.9,S
Kyiv,2015-01-31T08:00:00.000Z,5,0,14,740,93,8.5,S
Kyiv,2015-01-31T11:00:00.000Z,6,1,54,739,92,8.8,SE
Kyiv,2015-01-31T14:00:00.000Z,5,1,91,737,101,7.6,SE
Kyiv,2015-01-31T17:00:00.000Z,5,1,98,737,100,6.7,S
Kyiv,2015-01-31T20:00:00.000Z,3,-2,73,740,89,6.4,SW
Kyiv,2015-01-31T23:00:00.000Z,-1,-5,30,745,81,4.5,SW
Kyiv,2015-02-01T02:00:00.000Z,-3,-7,1,747,81,3.5,SW
Kyiv,2015-02-01T05:00:00.000Z,-3,-7,9,748,82,3.1,S
Kyiv,2015-02-01T08:00:00.000Z,-3,-7,11,749,81,2.4,S
Kyiv,2015-02-01T11:00:00.000Z,0,-1,9,748,76,1.2,SE
Kyiv,2015-02-01T14:00:00.000Z,2,-0,2,746,66,2.1,NE
Kyiv,2015-02-01T17:00:00.000Z,-1,-4,10,746,78,2.3,NE
Kyiv,2015-02-01T20:00:00.000Z,-2,-6,25,745,83,2.7,N
Kyiv,2015-02-01T23:00:00.000Z,-2,-6,32,744,80,2.8,S
Kyiv,2015-02-02T02:00:00.000Z,0,-4,23,746,77,3.1,NW
Kyiv,2015-02-02T05:00:00.000Z,-1,-4,8,747,81,2.2,NW
Kyiv,2015-02-02T08:00:00.000Z,-1,-2,6,749,83,1.1,SW
Kyiv,2015-02-02T11:00:00.000Z,2,1,4,750,72,1.3,SE
Kyiv,2015-02-02T14:00:00.000Z,4,3,0,749,57,1.3,E
Kyiv,2015-02-02T17:00:00.000Z,0,-3,3,749,71,1.8,NE
Kyiv,2015-02-02T20:00:00.000Z,-1,-3,8,750,76,2,NE
Kyiv,2015-02-02T23:00:00.000Z,-1,-4,30,749,82,2.3,N
Kyiv,2015-02-03T02:00:00.000Z,-1,-2,41,750,84,1.3,NE
Kyiv,2015-02-03T05:00:00.000Z,-2,-4,24,750,93,1.8,SE
Kyiv,2015-02-03T08:00:00.000Z,-2,-4,11,752,95,1.9,S
Kyiv,2015-02-03T11:00:00.000Z,2,-0,11,752,81,2,SW
Kyiv,2015-02-03T14:00:00.000Z,3,1,13,752,71,2.2,SW
Kyiv,2015-02-03T17:00:00.000Z,2,-1,25,753,78,2.3,SW
Kyiv,2015-02-03T20:00:00.000Z,0,-3,29,755,83,2.2,W
Kyiv,2015-02-03T23:00:00.000Z,-1,-4,11,755,83,2.7,W
Kyiv,2015-02-04T02:00:00.000Z,-1,-5,28,756,84,3.5,W
Kyiv,2015-02-04T05:00:00.000Z,-2,-6,34,758,83,3.6,W
Kyiv,2015-02-04T08:00:00.000Z,-2,-7,30,759,86,3.6,W
Kyiv,2015-02-04T11:00:00.000Z,1,-4,16,761,71,4.8,W
Kyiv,2015-02-04T14:00:00.000Z,2,-1,8,761,58,3.9,W
Kyiv,2015-02-04T17:00:00.000Z,-1,-4,4,762,72,2.5,SW
Kyiv,2015-02-04T20:00:00.000Z,-2,-6,0,763,74,2.3,S
Kyiv,2015-02-04T23:00:00.000Z,-2,-5,9,763,71,2.2,SE
Kyiv,2015-02-05T02:00:00.000Z,-2,-6,63,762,81,3.4,E
Kyiv,2015-02-05T05:00:00.000Z,-1,-6,99,761,87,3.6,NE
Kyiv,2015-02-05T08:00:00.000Z,-1,-5,99,761,93,3.7,NE
Kyiv,2015-02-05T11:00:00.000Z,-1,-5,95,762,90,3.8,E
Kyiv,2015-02-05T14:00:00.000Z,0,-4,89,763,87,3.9,NE
Kyiv,2015-02-05T17:00:00.000Z,-1,-5,72,764,90,4.2,NE
Kyiv,2015-02-05T20:00:00.000Z,-2,-7,46,765,88,4.3,NE
Kyiv,2015-02-05T23:00:00.000Z,-2,-7,27,766,85,4.2,N
Kyiv,2015-02-06T02:00:00.000Z,-4,-9,18,768,84,4,NE
Kyiv,2015-02-06T05:00:00.000Z,-4,-9,9,768,86,2.9,NE
Kyiv,2015-02-06T08:00:00.000Z,-5,-9,12,770,87,2.5,N
Kyiv,2015-02-06T11:00:00.000Z,-3,-7,7,770,78,2.3,N
Kyiv,2015-02-06T14:00:00.000Z,-2,-6,8,770,67,2.3,NE
Kyiv,2015-02-06T17:00:00.000Z,-5,-9,4,769,78,2.5,E
Kyiv,2015-02-06T20:00:00.000Z,-7,-11,3,768,79,2.7,SW
Kyiv,2015-02-06T23:00:00.000Z,-8,-14,3,767,77,3.6,W
Kyiv,2015-02-07T02:00:00.000Z,-8,-14,7,767,80,3.4,N
Kyiv,2015-02-07T05:00:00.000Z,-9,-15,12,765,83,3.7,W
Kyiv,2015-02-07T08:00:00.000Z,-8,-14,20,764,86,3.9,W
Kyiv,2015-02-07T11:00:00.000Z,-3,-9,39,762,84,4.9,SW
Kyiv,2015-02-07T14:00:00.000Z,-1,-6,19,761,85,5.2,W
Kyiv,2015-02-07T17:00:00.000Z,-1,-6,18,759,89,4.2,W
Kyiv,2015-02-07T20:00:00.000Z,-2,-6,20,757,89,4.4,W
Kyiv,2015-02-07T23:00:00.000Z,-2,-7,15,754,86,5.2,SW
Kyiv,2015-02-08T02:00:00.000Z,-2,-7,26,751,81,6.1,SW
Kyiv,2015-02-08T05:00:00.000Z,-2,-8,64,748,82,6.3,SW
Kyiv,2015-02-08T08:00:00.000Z,-2,-7,92,747,82,5.3,SW
Kyiv,2015-02-08T11:00:00.000Z,-1,-6,95,746,83,4.7,SW
Kyiv,2015-02-08T14:00:00.000Z,0,-5,65,747,80,4.6,SW
Kyiv,2015-02-08T17:00:00.000Z,-2,-5,43,749,86,2.8,NW
Kyiv,2015-02-08T20:00:00.000Z,-4,-9,15,750,81,3.4,NW
Kyiv,2015-02-08T23:00:00.000Z,-7,-13,0,751,78,4.5,W
Kyiv,2015-02-09T02:00:00.000Z,-8,-14,7,753,74,4.5,W
Kyiv,2015-02-09T05:00:00.000Z,-8,-13,1,753,77,3.5,NW
Kyiv,2015-02-09T08:00:00.000Z,-7,-12,3,755,81,2.7,NW
Kyiv,2015-02-09T11:00:00.000Z,-5,-10,11,756,70,4.6,N
Kyiv,2015-02-09T14:00:00.000Z,-4,-9,43,756,59,4.5,N
Kyiv,2015-02-09T17:00:00.000Z,-7,-12,21,757,72,3.5,NW
Kyiv,2015-02-09T20:00:00.000Z,-9,-15,7,758,72,3.8,NW
Kyiv,2015-02-09T23:00:00.000Z,-11,-17,6,760,69,3.9,W
Kyiv,2015-02-10T02:00:00.000Z,-10,-17,0,761,78,4,E
Kyiv,2015-02-10T05:00:00.000Z,-12,-18,1,762,80,3.8,N
Kyiv,2015-02-10T08:00:00.000Z,-13,-19,0,764,84,3.8,N
Kyiv,2015-02-10T11:00:00.000Z,-7,-11,0,766,77,2.2,N
Kyiv,2015-02-10T14:00:00.000Z,-6,-9,0,767,71,2.1,N
Kyiv,2015-02-10T17:00:00.000Z,-7,-12,2,767,74,3,NE
Kyiv,2015-02-10T20:00:00.000Z,-10,-15,2,769,79,2.6,SE
Kyiv,2015-02-10T23:00:00.000Z,-13,-19,1,770,86,2.8,S
Kyiv,2015-02-11T02:00:00.000Z,-13,-19,3,769,84,2.6,S
Kyiv,2015-02-11T05:00:00.000Z,-15,-21,6,770,85,2.5,S
Kyiv,2015-02-11T08:00:00.000Z,-16,-20,4,770,87,1.9,S
Kyiv,2015-02-11T11:00:00.000Z,-9,-10,1,771,72,1.1,S
Kyiv,2015-02-11T14:00:00.000Z,-5,-6,0,771,63,1.1,S
